,Player,Player-additional,Season,wOBA,rRE24_wOBA
0,Álex Rodríguez,rodrial01,2007,0.4445939741750359,19.044943556384496
1,Albert Pujols,pujolal01,2009,0.44716615853658537,13.94842284969512
2,Miguel Cabrera,cabremi01,2013,0.45504265402843597,7.518862879620869
3,Bryce Harper,harpebr03,2015,0.4611830985915493,3.9076175999999947
4,Ryan Howard,howarry01,2006,0.43622638680659676,15.610131280659644
5,Albert Pujols,pujolal01,2008,0.45883855024711695,2.710282373970344
6,Mike Trout,troutmi01,2013,0.4227450424929178,20.68304942946179
7,Albert Pujols,pujolal01,2006,0.4471287128712871,7.3771519207920875
8,Chris Davis,davisch02,2013,0.4206036308623298,19.564112003933417
9,Prince Fielder,fieldpr01,2009,0.42211174785100286,18.48980225730658
10,Lance Berkman,berkmla01,2006,0.42619391025641024,16.22804096634617
11,Miguel Cabrera,cabremi01,2011,0.4374054054054054,10.220425556756766
12,Joey Votto,vottojo01,2010,0.4378078125,9.089154968437498
13,Magglio Ordóñez,ordonma01,2007,0.4381014925373134,8.112266022686569
14,Paul Goldschmidt,goldspa01,2013,0.40380000000000005,24.17872691999996
15,Matt Kemp,kempma01,2011,0.4130436090225564,18.815382423458658
16,José Bautista,bautijo02,2011,0.4425483359746434,3.9881034599049343
17,Joey Votto,vottojo01,2015,0.4269323529411765,10.78869659941175
18,Mike Trout,troutmi01,2014,0.40239341917024324,22.782251671244623
19,Ryan Braun,braunry02,2011,0.42608931419457735,10.720356422966503
20,David Ortiz,ortizda01,2007,0.4492717557251909,-1.5747265370992665
21,Freddie Freeman,freemfr01,2013,0.3872019386106624,29.100522851696283
22,Joey Votto,vottojo01,2011,0.40558380681818185,19.316526328693172
23,Miguel Cabrera,cabremi01,2006,0.41549460708782743,14.279475054545458
24,Carlos Beltrán,beltrca01,2006,0.4079426229508196,17.58672528360657
25,Manny Ramírez,ramirma02,2008,0.4320571428571429,5.185447851428535
26,Prince Fielder,fieldpr01,2011,0.40978636363636356,15.904547773636402
27,Miguel Cabrera,cabremi01,2010,0.43111525974025977,4.1765463275973715
28,Lance Berkman,berkmla01,2008,0.41685162287480676,10.880741082225683
29,Travis Hafner,hafnetr01,2006,0.4499798903107861,-6.888911805118838
30,Anthony Rizzo,rizzoan01,2015,0.3838713872832371,26.176353385260043
31,Paul Goldschmidt,goldspa01,2015,0.4175473684210526,9.272752397894742
32,Jacoby Ellsbury,ellsbja01,2011,0.39995172413793106,17.84350597379308
33,Mark Teixeira,teixema01,2008,0.40973809523809523,12.908690014285725
34,David Ortiz,ortizda01,2006,0.4270723981900453,3.558650643438888
35,Josh Donaldson,donaljo02,2015,0.39761354019746126,17.47298748547246
36,Edwin Encarnación,encared01,2012,0.39607911392405065,17.890456257594927
37,Josh Hamilton,hamiljo03,2010,0.44525840707964603,-7.127383590442477
38,Joe Mauer,mauerjo01,2009,0.4382043918918919,-4.119200797635166
39,Albert Pujols,pujolal01,2010,0.4185045317220543,5.28401128398793
40,Derrek Lee,leede02,2009,0.4129950738916256,7.609658074876862
41,Matt Holliday,hollima01,2007,0.4283201133144475,-0.22541478810193638
42,Victor Martinez,martivi01,2014,0.41142088091353995,7.837016824469821
43,Carlos Peña,penaca01,2007,0.43086688851913474,-1.9992266831946708
44,Bobby Abreu,abreubo01,2006,0.38753687315634217,19.392999778761073
45,José Bautista,bautijo02,2010,0.42187958883994137,2.0659204405285863
46,Adrián González,gonzaad01,2010,0.3793954198473282,23.225082799389313
47,Derek Jeter,jeterde01,2006,0.39223579545454546,16.73275578920454
48,Vladimir Guerrero,guerrvl01,2007,0.39623892405063293,14.510524569936685
49,Lance Berkman,berkmla01,2011,0.4075719298245614,8.442133604210525
50,Mike Trout,troutmi01,2012,0.40900157480314964,7.717072936062976
51,Jim Thome,thomeji01,2006,0.42083277591973245,1.1295012996655416
52,Matt Carpenter,carpema01,2013,0.38107152875175315,20.366749107433378
53,Ryan Braun,braunry02,2009,0.40346676096181044,8.725401956718535
54,Chipper Jones,jonesch06,2007,0.43372372881355936,-6.44812278000002
55,Chase Headley,headlch01,2012,0.3776743185078909,21.57592020459112
56,Ryan Braun,braunry02,2012,0.41335800604229606,3.638131535045325
57,Todd Helton,heltoto01,2007,0.40116066066066064,9.6188363036036
58,Joey Votto,vottojo01,2009,0.41797191011235957,1.0104108235954925
59,Adrián González,gonzaad01,2011,0.4071323741007194,6.4019846961151075
60,Mike Trout,troutmi01,2015,0.4148502994011976,2.1717362395209605
61,Buster Posey,poseybu01,2012,0.4064179104477612,6.379335552238786
62,Prince Fielder,fieldpr01,2007,0.4186,0.12626123999998384
63,Robinson Canó,canoro01,2013,0.3839338345864662,17.275119329924813
64,Shin-Soo Choo,choosh01,2013,0.39262642045454543,12.827378211079562
65,Prince Fielder,fieldpr01,2012,0.3983586309523809,9.910317975892895
66,Joey Votto,vottojo01,2013,0.4001272984441301,8.575689570014148
67,Giancarlo Stanton,stantmi03,2014,0.4031123778501628,6.90265255276875
68,Miguel Cabrera,cabremi01,2007,0.40304115853658534,6.438274074695123
69,Matt Holliday,hollima01,2013,0.38270184254606365,16.47132059999999
70,Chipper Jones,jonesch06,2008,0.4453861003861003,-15.061251517374487
71,Hanley Ramírez,ramirha01,2009,0.40688383045525905,3.6762979262166198
72,Albert Pujols,pujolal01,2007,0.41892694063926944,-2.6072635479452373
73,Andrew McCutchen,mccutan01,2012,0.40296666666666664,5.365532420000001
74,Manny Ramírez,ramirma02,2006,0.4360018450184502,-11.177560416605168
75,Paul Konerko,konerpa01,2010,0.4168846153846154,-1.7757606692307917
76,Chase Utley,utleych01,2009,0.3944005847953216,9.440000464912302
77,Joe Mauer,mauerjo01,2012,0.37568095238095234,18.592935362857155
78,Andrew McCutchen,mccutan01,2015,0.3802882615156018,16.088513217830595
79,Jason Bay,bayja01,2009,0.3952018927444795,8.599212992429031
80,Miguel Cabrera,cabremi01,2015,0.4133427419354839,-0.6342338685484137
81,José Abreu,abreujo02,2014,0.4112965403624382,0.29920781515652095
82,Allen Craig,craigal01,2013,0.36337254901960775,24.089187623529448
83,Kris Bryant,bryankr01,2015,0.37078307692307694,20.342689077846146
84,Ryan Howard,howarry01,2009,0.39234820143884896,9.486534070215818
85,Miguel Cabrera,cabremi01,2012,0.4173838235294117,-3.115447909705871
86,Jason Giambi,giambja01,2006,0.40649206349206346,2.002246676190481
87,Jim Thome,thomeji01,2007,0.4117752380952381,-0.7002208022857062
88,Matt Holliday,hollima01,2008,0.40914100486223665,0.19733467747163758
89,Grady Sizemore,sizemgr01,2008,0.37586456908344734,16.801096421067015
90,Josh Hamilton,hamiljo03,2012,0.38682182985553776,11.26064055537718
91,Jermaine Dye,dyeje01,2006,0.4178912685337726,-4.489254952224037
92,Jayson Werth,werthja01,2014,0.37678594249201275,15.96025621597446
93,David Wright,wrighda03,2007,0.4133234042553191,-2.514561806808473
94,Chase Utley,utleych01,2007,0.4187512274959083,-5.299377702454969
95,Carlos González,gonzaca01,2010,0.41305095541401277,-2.5782919961783506
96,José Bautista,bautijo02,2014,0.40177458396369137,2.6617723724659683
97,Josh Hamilton,hamiljo03,2008,0.3836100719424461,11.717054590791342
98,Jason Heyward,heywaja01,2010,0.3771578099838969,14.904260516908224
99,Victor Martinez,martivi01,2011,0.36873344651952455,18.97784574804757
100,Garrett Atkins,atkinga01,2006,0.40914078374455737,-1.2625547268505386
101,Michael Brantley,brantmi02,2014,0.38867410714285716,8.854193322321414
102,Miguel Cabrera,cabremi01,2014,0.3839081481481481,11.117966828444459
103,Justin Morneau,morneju01,2008,0.37071551724137936,17.70648017413791
104,Chris Davis,davisch02,2015,0.3896882530120482,8.196951431024111
105,Nate McLouth,mclouna01,2008,0.36431988041853514,20.7753640986547
106,Adrián González,gonzaad01,2009,0.4034954407294833,1.1210572948328092
107,David Ortiz,ortizda01,2013,0.3996719022687609,3.0234635267015477
108,Justin Morneau,morneju01,2006,0.39004754601226993,7.807245072699395
109,Carlos Quentin,quentca01,2008,0.41457469244288225,-4.700414365202107
110,Kevin Youkilis,youklke01,2008,0.40622312703583063,-0.5432402908795027
111,Kevin Youkilis,youklke01,2009,0.4131494845360825,-4.177572972164967
112,José Bautista,bautijo02,2015,0.38851807228915664,8.052236744578295
113,Mark Teixeira,teixema01,2007,0.4068701067615658,-1.5568379405694017
114,Ben Zobrist,zobribe01,2009,0.40705050505050505,-1.677067139393948
115,Edwin Encarnación,encared01,2013,0.38764332247557,7.709757384690562
116,Josh Donaldson,donaljo02,2013,0.3840165413533835,9.41375216751878
117,Joe Mauer,mauerjo01,2008,0.37886538461538466,11.980188719230746
118,Andrew McCutchen,mccutan01,2014,0.4115609375,-4.563034802187502
119,Robinson Canó,canoro01,2010,0.39097653958944284,5.452593513782979
120,Brad Hawpe,hawpebr01,2007,0.3920488215488216,4.916273891919168
121,Ryan Ludwick,ludwiry01,2008,0.40826916802610114,-3.306601656443725
122,Mark Teixeira,teixema01,2009,0.40219054441260743,-0.5362771510028495
123,Carl Crawford,crawfca02,2010,0.3685115207373272,16.228845611981583
124,David Wright,wrighda03,2008,0.39611506849315065,2.31247298301372
125,Edwin Encarnación,encared01,2015,0.39152342487883685,4.459059757996755
126,Robinson Canó,canoro01,2011,0.3743059701492537,12.98065555074627
127,Matt Carpenter,carpema01,2015,0.3723439393939394,13.951997802727277
128,Matt Holliday,hollima01,2009,0.3909471299093656,4.28730325347432
129,Jason Bay,bayja01,2008,0.38400750750750756,7.478270595495459
130,Matt Holliday,hollima01,2014,0.36045701357466065,19.037441074208132
131,Ryan Howard,howarry01,2007,0.39682218597063623,0.6887964384991747
132,Curtis Granderson,grandcu01,2011,0.3930101892285298,2.5954298882096296
133,José Abreu,abreujo02,2015,0.36108523592085234,18.48322523926941
134,Aubrey Huff,huffau01,2010,0.386475113122172,5.67405668506786
135,Carlos Beltrán,beltrca01,2011,0.3906802030456853,3.560811155329958
136,Andrew McCutchen,mccutan01,2013,0.39272658610271904,2.467278699395756
137,Nelson Cruz,cruzne02,2015,0.3960015479876161,0.2892521482972157
138,Joe Mauer,mauerjo01,2006,0.39563032367972745,0.43492614821121833
139,Shin-Soo Choo,choosh01,2010,0.38605354330708663,5.144911826141723
140,Ryan Braun,braunry02,2010,0.3780673499267936,8.84933901610541
141,Adam Lind,lindad01,2009,0.39586553323029366,-0.10271781298300908
142,Josh Willingham,willijo03,2012,0.38001472995090013,7.815324570540106
143,Matt Holliday,hollima01,2010,0.3973368421052632,-0.848617370526334
144,Carlos Beltrán,beltrca01,2008,0.37458670520231224,10.490241253757176
145,Ryan Howard,howarry01,2008,0.36744216691068815,14.053700679648607
146,Lance Berkman,berkmla01,2007,0.38378234398782346,5.80088986757989
147,Melky Cabrera,cabreme01,2014,0.35399350649350647,20.620271435064936
148,David Wright,wrighda03,2012,0.37583792048929665,9.614425157798166
149,Todd Helton,heltoto01,2006,0.37642744479495266,9.269564790220826
150,Paul Goldschmidt,goldspa01,2012,0.36322469982847333,15.783136850771896
151,Shin-Soo Choo,choosh01,2015,0.36503846153846153,14.665953823076926
152,Adam Dunn,dunnad01,2007,0.3983862179487179,-2.0234801182692337
153,Carlos Santana,santaca01,2013,0.3641556603773585,14.837501478301881
154,Hunter Pence,pencehu01,2011,0.377390977443609,8.187637941353394
155,David Ortiz,ortizda01,2014,0.3690637931034483,12.32261742034482
156,Matt Holliday,hollima01,2012,0.3784846715328467,7.560608687299286
157,Adam Dunn,dunnad01,2009,0.3952592024539877,-0.8594514101226949
158,Hanley Ramírez,ramirha01,2008,0.4029210526315789,-4.801652963157885
159,Aramis Ramírez,ramirar01,2012,0.383786283891547,4.658919259330155
160,Milton Bradley,bradlmi01,2008,0.4241491935483871,-15.729260029838706
161,Michael Cuddyer,cuddymi01,2013,0.39608785046728967,-1.763913469532696
162,Curtis Granderson,grandcu01,2015,0.3567260677466863,17.59353556377026
163,Matt Holliday,hollima01,2006,0.4103870481927711,-9.285894578614482
164,Alex Gordon,gordoal01,2011,0.38241107871720115,4.56675095568513
165,Carlos Delgado,delgaca01,2006,0.3765864909390445,7.2200152210873085
166,Aubrey Huff,huffau01,2008,0.3864816513761468,2.2107864688073136
167,Yadier Molina,molinya01,2012,0.3754838129496403,7.661537921942454
168,Grady Sizemore,sizemgr01,2006,0.38331671159029657,3.693783640700765
169,Mike Morse,morsemi01,2011,0.3900491228070175,0.3264564126316216
170,Jimmy Rollins,rolliji01,2007,0.3708395860284605,9.914425110737419
171,Álex Rodríguez,rodrial01,2010,0.36474747474747476,12.911495696969695
172,Ryan Howard,howarry01,2011,0.3552659235668789,17.563850913694303
173,Jayson Werth,werthja01,2013,0.40263327032136104,-6.217713863516046
174,Frank Thomas,thomafr04,2006,0.39166726618705033,-0.8628848600719436
175,Chase Utley,utleych01,2006,0.38773983739837403,1.0714838439024064
176,Carlos Guillén,guillca01,2006,0.3909183006535948,-0.7982773156862706
177,Anthony Rizzo,rizzoan01,2014,0.39666830870279146,-3.8042392916256063
178,David Wright,wrighda03,2006,0.38233641975308646,3.254092875925906
179,Yoenis Céspedes,cespeyo01,2015,0.3672101341281669,10.819755727570808
180,Adrián González,gonzaad01,2007,0.36098452883263016,13.743595561181408
181,Nick Markakis,markani01,2008,0.39182753623188404,-1.8030465834782632
182,Pablo Sandoval,sandopa01,2009,0.39886774193548385,-5.3543223335483745
183,Ryan Zimmerman,zimmery01,2010,0.3896331658291457,-0.8254957999999775
184,Justin Upton,uptonju01,2011,0.3852406015037594,1.2815181639097943
185,Mark Teixeira,teixema01,2011,0.3609882525697504,13.33173307224667
186,Jorge Posada,posadjo01,2007,0.41758075601374567,-15.08394696082474
187,Paul Konerko,konerpa01,2006,0.393925,-3.252127905000016
188,Adrián González,gonzaad01,2013,0.34614488188976383,20.63589131779524
189,Carlos González,gonzaca01,2011,0.3796647940074906,3.8203508415730596
190,Bobby Abreu,abreubo01,2009,0.3627848484848485,12.26313580181818
191,Nolan Arenado,arenano01,2015,0.3710751533742332,8.026602192331268
192,Hunter Pence,pencehu01,2013,0.35648538011695907,15.213919477192988
193,Prince Fielder,fieldpr01,2010,0.3809942611190818,2.935395796556655
194,Jason Kipnis,kipnija01,2013,0.35682615384615385,14.883475839692302
195,Hunter Pence,pencehu01,2014,0.34059007092198573,22.994222233191522
196,Mark Teixeira,teixema01,2010,0.3692266288951841,8.581172396034027
197,David Peralta,peralda01,2015,0.3798019417475728,3.211754122718432
198,Allen Craig,craigal01,2012,0.3738343079922027,6.096565208187158
199,Robinson Canó,canoro01,2014,0.3608372093023256,12.587279869767428
200,Nick Johnson,johnsni01,2006,0.4040540098199673,-9.108320308019657
201,Álex Rodríguez,rodrial01,2006,0.38931681681681685,-1.8172685900900944
202,Andrew McCutchen,mccutan01,2011,0.3595408618127786,13.005669586032688
203,Garrett Jones,jonesga02,2012,0.35206627680311886,16.714207356725176
204,Miguel Montero,montemi01,2012,0.3636507936507937,10.730018952380924
205,Raúl Ibañez,ibanera01,2007,0.35719462025316456,13.939181249683543
206,Bobby Abreu,abreubo01,2008,0.3691612903225807,7.923852567741903
207,Buster Posey,poseybu01,2014,0.3708733333333334,7.067545835999965
208,Pat Burrell,burrepa01,2007,0.3921189279731993,-3.6787909999999826
209,AJ Pollock,polloaj01,2015,0.37084992570579495,6.939253549479943
210,David Wright,wrighda03,2009,0.36583606557377046,9.407018924590183
211,Chase Utley,utleych01,2010,0.369505905511811,7.481487560236232
212,Derrek Lee,leede02,2007,0.3941401869158878,-4.949757213084098
213,Matt Kemp,kempma01,2009,0.3616732223903177,11.009134045990919
214,Todd Helton,heltoto01,2009,0.3938453125,-5.142270879062494
215,Jason Bay,bayja01,2006,0.39233823529411765,-4.4184811970588385
216,Aramis Ramírez,ramirar01,2008,0.3856489028213166,-1.1227005178683243
217,Hanley Ramírez,ramirha01,2007,0.4051144492131617,-10.87871667381976
218,Jayson Werth,werthja01,2010,0.39571981424148617,-6.209834041795716
219,Joey Votto,vottojo01,2008,0.37485344827586203,4.026825277586212
220,Adrián González,gonzaad01,2012,0.34571575846833574,18.5905245204713
221,Buster Posey,poseybu01,2015,0.3632773246329527,9.786815681239787
222,Carlos Beltrán,beltrca01,2007,0.3691776,6.805695011840001
223,Albert Pujols,pujolal01,2011,0.3837578616352201,-0.6268648773584573
224,Johnny Damon,damonjo01,2008,0.3687777777777777,6.705672733333358
225,Aramis Ramírez,ramirar01,2007,0.38620000000000004,-2.0583409200000276
226,Alfonso Soriano,soriaal01,2006,0.3766985915492958,2.693946239999981
227,Evan Longoria,longoev01,2011,0.36691725352112675,7.566244825000005
228,David Ortiz,ortizda01,2011,0.40693929173693083,-12.601441954468783
229,Carl Crawford,crawfca02,2007,0.35472330097087384,13.495252612621336
230,Yoenis Céspedes,cespeyo01,2012,0.36768598130841124,6.991752861308406
231,Adrian Beltré,beltrad01,2014,0.3802346089850249,0.5953484216306251
232,Adrián González,gonzaad01,2008,0.36927859237536653,6.065181998826986
233,Adrián González,gonzaad01,2015,0.3542341772151899,13.47989597848101
234,Yadier Molina,molinya01,2013,0.3621638733705772,9.493726813407857
235,Kendrys Morales,moralke01,2009,0.387421568627451,-3.1793287470588325
236,Michael Young,youngmi02,2011,0.3692727272727272,5.858115527272751
237,Nick Johnson,johnsni01,2009,0.3763796133567662,2.2634884780316753
238,Chase Utley,utleych01,2008,0.3884624277456648,-3.8699317132948288
239,Edwin Encarnación,encared01,2014,0.389009328358209,-4.163473133208981
240,Yasiel Puig,puigya01,2014,0.3794992125984252,0.5331691319685206
241,Aramis Ramírez,ramirar01,2011,0.3747487922705314,2.7991707159420542
242,Lance Berkman,berkmla01,2009,0.3874653284671533,-3.6612159572992944
243,Jayson Werth,werthja01,2009,0.3776167664670659,1.0847058131736418
244,Carlos Delgado,delgaca01,2008,0.36545577211394303,7.117229011394301
245,Evan Longoria,longoev01,2010,0.37547611710323575,2.0953871272727334
246,Dan Uggla,ugglada01,2010,0.38163839285714285,-1.0067773848214188
247,Ryan Braun,braunry02,2015,0.36580817051509773,6.830971101243321
248,Mike Lowell,lowelmi01,2007,0.3789337442218798,0.21599752727271593
249,José Reyes,reyesjo01,2011,0.37630260869565224,1.4520036375651912
250,Brian McCann,mccanbr01,2009,0.3594587155963303,9.866756379816508
251,Aramis Ramírez,ramirar01,2006,0.38142835365853667,-1.1317227929878406
252,Lucas Duda,dudalu01,2014,0.3611122448979592,9.019716251020423
253,Grady Sizemore,sizemgr01,2007,0.3733667117726658,2.790441219485789
254,Derek Jeter,jeterde01,2007,0.3707740112994351,3.9372233999999757
255,Brandon Moss,mossbr01,2013,0.3692768924302789,4.476032254581657
256,Anthony Rendon,rendoan01,2014,0.36081885125184093,8.616461953460963
257,Jack Cust,custja01,2007,0.3965405940594059,-9.250360692673247
258,Shin-Soo Choo,choosh01,2009,0.3842044117647059,-3.140214337352951
259,Adrián González,gonzaad01,2014,0.35148233486943165,13.096275608294935
260,Ben Zobrist,zobribe01,2011,0.3584828614008942,9.584846054843506
261,Justin Morneau,morneju01,2014,0.3728827838827839,2.332485786813173
262,Victor Martinez,martivi01,2007,0.3732053712480253,2.111138361137442
263,Andre Ethier,ethiean01,2012,0.349985294117647,13.645045391176502
264,Adam Dunn,dunnad01,2008,0.3842100313479624,-3.4830250652037797
265,Robinson Canó,canoro01,2012,0.39434352256186317,-8.611458911790379
266,Dustin Pedroia,pedrodu01,2011,0.3750138312586445,1.0566070663900575
267,Andruw Jones,jonesan01,2006,0.37491515151515153,1.0859633781817983
268,Carlos Peña,penaca01,2008,0.3755966666666667,0.7050922619999973
269,Jason Bartlett,bartlja01,2009,0.38288413547237077,-2.9498562331550957
270,Josh Donaldson,donaljo02,2014,0.35056086956521737,13.18716177652174
271,Brad Hawpe,hawpebr01,2008,0.3808348134991119,-1.99485382948491
272,Corey Hart,hartco01,2010,0.3726045751633987,2.101636496078438
273,Mark DeRosa,derosma01,2008,0.374243654822335,1.1018235959390985
274,Nick Swisher,swishni01,2006,0.36934389140271495,3.49252160633484
275,Adam Lind,lindad01,2015,0.3505204991087344,12.877353730481282
276,Troy Tulowitzki,tulowtr01,2010,0.40626335877862596,-15.073362864885496
277,Adam Dunn,dunnad01,2010,0.3808495297805643,-2.3922144219436063
278,Raúl Ibañez,ibanera01,2009,0.3781723518850988,-1.0631794563734402
279,Troy Tulowitzki,tulowtr01,2011,0.38904553119730184,-6.51158058414838
280,Andre Ethier,ethiean01,2008,0.383020168067227,-3.5078951936135034
281,Mookie Betts,bettsmo01,2015,0.3514015384615385,12.30668727292306
282,Jason Kubel,kubelja01,2009,0.38477855887521967,-4.417383545518444
283,Freddie Freeman,freemfr01,2014,0.3739900568181818,0.8386648474431873
284,Kendrys Morales,moralke01,2015,0.3638677165354331,5.86152137070864
285,Josh Hamilton,hamiljo03,2011,0.3692019047619048,3.153538581714262
286,Chipper Jones,jonesch06,2011,0.34759561752988044,13.930281805179309
287,Mark Teixeira,teixema01,2006,0.37356083916083915,0.9233451837762203
288,Miguel Cabrera,cabremi01,2009,0.4020372578241431,-13.369608319225055
289,J.D. Martinez,martijd02,2015,0.3722969230769231,1.4955137941538368
290,Justin Upton,uptonju01,2009,0.3847534246575343,-4.7848122493151095
291,Howie Kendrick,kendrho01,2014,0.32763046757164405,23.66618297828055
292,Raúl Ibañez,ibanera01,2008,0.3592284482758621,7.67192840258619
293,Carlos Lee,leeca01,2006,0.3749404934687954,-0.19671182060958614
294,Álex Rodríguez,rodrial01,2015,0.3610195121951219,6.70609805170735
295,Alex Avila,avilaal01,2011,0.38343599257884964,-4.54587672578846
296,Mark Reynolds,reynoma01,2009,0.38051289833080426,-3.213842614264042
297,Corey Hart,hartco01,2007,0.3780716845878136,-2.032829036559118
298,Ryan Zimmerman,zimmery01,2009,0.377266081871345,-1.6698934649122705
299,Ryan Zimmerman,zimmery01,2012,0.35210426540284356,10.885206727962096
300,Hanley Ramírez,ramirha01,2010,0.3691993410214168,2.3148208790774234
301,Scott Rolen,rolensc01,2006,0.37420783645655875,-0.21026125383305327
302,J.D. Drew,drewj.01,2006,0.380225641025641,-3.220166104615359
303,Chase Utley,utleych01,2013,0.3558956356736243,8.918889950284626
304,José Reyes,reyesjo01,2006,0.3583625899280576,7.595001828489181
305,Michael Brantley,brantmi02,2015,0.3678214285714286,2.854006664285702
306,Aaron Hill,hillaa01,2012,0.37549848484848475,-1.085800471818139
307,Brian McCann,mccanbr01,2008,0.3856748681898067,-6.2356875279437745
308,Raúl Ibañez,ibanera01,2006,0.3622587719298246,5.456261723684197
309,Ian Kinsler,kinslia01,2008,0.38500347826086956,-5.939880709913041
310,Adam LaRoche,larocad01,2014,0.3564367417677643,8.318246754939338
311,Ichiro Suzuki,suzukic01,2007,0.3620194714881781,5.5059518119610225
312,Adrian Beltré,beltrad01,2012,0.3876857585139319,-7.371467704334375
313,Gary Matthews,matthga02,2006,0.3694861313868613,1.7113779170802985
314,Prince Fielder,fieldpr01,2008,0.37135407407407406,0.6770953742222403
315,Michael Cuddyer,cuddymi01,2006,0.3682412698412698,2.174016083809544
316,Matt Holliday,hollima01,2011,0.3948125,-11.126025762500007
317,Christian Yelich,yelicch01,2014,0.3408012232415902,15.798610895412853
318,Carlos Beltrán,beltrca01,2013,0.3589799331103679,6.706227387959846
319,Adam LaRoche,larocad01,2006,0.3811960072595281,-4.455510884573513
320,David Murphy,murphda07,2012,0.368740234375,1.754450689453133
321,Russell Martin,martiru01,2007,0.3684959612277867,1.8166279589660803
322,Martín Prado,pradoma01,2012,0.3453567251461988,13.370100996491242
323,Brandon Belt,beltbr01,2013,0.36476678445229677,3.551837627561863
324,Miguel Cabrera,cabremi01,2008,0.3762286135693216,-2.230986471681426
325,Asdrúbal Cabrera,cabreas01,2009,0.35088947368421053,10.402804971578945
326,Plácido Polanco,polanpl01,2007,0.3716053459119497,0.03141759339620265
327,Delmon Young,youngde03,2010,0.35418585526315793,8.674065004934203
328,Shane Victorino,victosh01,2011,0.3678929188255613,1.7782496269429977
329,Andre Ethier,ethiean01,2009,0.3713911111111111,-0.07142931466666269
330,Jack Cust,custja01,2008,0.3723008403361344,-0.5364454880671978
331,Jonathan Lucroy,lucrojo01,2014,0.3684217791411043,1.3537313610429464
332,Jay Bruce,bruceja01,2013,0.34430893118594436,13.164172539092249
333,David DeJesus,dejesda01,2008,0.3579842105263158,6.2942545673684265
334,Álex Rodríguez,rodrial01,2008,0.4092940170940171,-19.389196930256407
335,José Reyes,reyesjo01,2008,0.35892666666666667,5.742869483999996
336,Freddy Sánchez,sanchfr01,2006,0.364808988764045,2.7707284404494175
337,Matt Carpenter,carpema01,2014,0.3385673758865248,15.855906731914907
338,David Ortiz,ortizda01,2015,0.378685618729097,-4.269898388628764
339,Kelly Johnson,johnske05,2007,0.3644179104477612,2.8563327522388136
340,Albert Pujols,pujolal01,2012,0.35976758409785936,5.182270671559621
341,Gaby Sánchez,sanchga01,2010,0.3451598746081505,12.468559060815021
342,Nick Swisher,swishni01,2010,0.3790854430379747,-4.499877153797474
343,Buster Posey,poseybu01,2013,0.35683986371379905,6.556618621805743
344,Paul Konerko,konerpa01,2011,0.38439549839228293,-7.335789486173621
345,Ryan Zimmerman,zimmery01,2013,0.35331854199683044,8.187866132488097
346,Rickie Weeks,weeksri01,2010,0.36762068965517236,1.0044095655172782
347,Aaron Hill,hillaa01,2009,0.35687978142076504,6.346653118032776
348,Adam LaRoche,larocad01,2012,0.36091562499999996,4.298058956875028
349,Kevin Youkilis,youklke01,2007,0.373688,-2.1202564208000148
350,Andre Ethier,ethiean01,2010,0.36785365853658536,0.7778863121951218
351,Carlos González,gonzaca01,2012,0.37370246478873237,-2.2474912249999974
352,Evan Longoria,longoev01,2009,0.3772712121212122,-4.122459444545473
353,Billy Butler,butlebi03,2012,0.3769671641791045,-4.040384819104471
354,Joe Mauer,mauerjo01,2010,0.3769175438596491,-4.225566392631563
355,Torii Hunter,hunteto01,2009,0.3752609561752988,-3.43699656294822
356,Jose Altuve,altuvjo01,2014,0.3628011444921316,2.7549850832618255
357,B.J. Upton,uptonbj01,2007,0.3860828729281767,-9.029757870718203
358,Eric Hosmer,hosmeer01,2013,0.3495155555555556,9.209992930666651
359,Hideki Matsui,matsuhi01,2010,0.35777919708029193,5.066795445620457
360,Ben Zobrist,zobribe01,2012,0.3654476479514416,1.231292446130496
361,Miguel Montero,montemi01,2011,0.3526291512915129,7.572676337638377
362,Troy Tulowitzki,tulowtr01,2013,0.4001301775147929,-16.195750444970432
363,Prince Fielder,fieldpr01,2013,0.35844837340876945,4.512095796605379
364,Ryan Braun,braunry02,2008,0.37628528072837636,-4.409329491957536
365,Dan Uggla,ugglada01,2008,0.375278955954323,-3.9759994512234798
366,Carlos Gómez,gomezca01,2013,0.3629965928449745,2.007228345144771
367,Victor Martinez,martivi01,2009,0.3752436472346786,-4.138339208968617
368,Josh Willingham,willijo03,2007,0.3632205638474295,1.865205530348252
369,Vladimir Guerrero,guerrvl01,2006,0.3857640625,-9.450299542812505
370,Carlos Gómez,gomezca01,2014,0.3675769828926905,-0.3737297716951602
371,Torii Hunter,hunteto01,2012,0.3563848797250859,5.1841864164948355
372,Johnny Damon,damonjo01,2009,0.3722295345104334,-2.7507806956661334
373,Carl Crawford,crawfca02,2006,0.354721875,5.965965835624996
374,Justin Morneau,morneju01,2009,0.371659169550173,-2.575503192733546
375,Frank Thomas,thomafr04,2007,0.3731803542673108,-3.466348980676319
376,Brandon Phillips,phillbr01,2011,0.35325525525525525,6.439520046846837
377,Chipper Jones,jonesch06,2009,0.35450865051903113,5.80261359930795
378,Ian Kinsler,kinslia01,2009,0.350806907378336,7.654101880062786
379,Carlos González,gonzaca01,2015,0.3635757071547421,1.037574709816976
380,Ryan Zimmerman,zimmery01,2006,0.35080712166172107,7.383994702670634
